"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L5017","PreJava9ReflectionAccessor.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/reflect/PreJava9ReflectionAccessor.java","L5016","1","0","0","0","8","34"
"L5018","ReflectionAccessor.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/reflect/ReflectionAccessor.java","L5016","1","0","3","0","10","55"
"L5019","UnsafeReflectionAccessor.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/reflect/UnsafeReflectionAccessor.java","L5016","8","0","0","0","54","87"
"L3766","ISO8601Utils.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/util/ISO8601Utils.java","L3765","49","0","5","0","204","353"
"L1831","GsonBuildConfig.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java-templates/com/google/gson/internal/GsonBuildConfig.java","L1830","1","0","1","0","5","33"
"L155","CommentsTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/CommentsTest.java","L154","1","0","2","0","19","46"
"L156","DefaultDateTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/DefaultDateTypeAdapterTest.java","L154","10","0","1","11","163","206"
"L157","DefaultInetAddressTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/DefaultInetAddressTypeAdapterTest.java","L154","1","0","1","1","18","46"
"L158","DefaultMapJsonSerializerTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/DefaultMapJsonSerializerTest.java","L154","1","0","1","3","35","65"
"L159","ExposeAnnotationExclusionStrategyTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ExposeAnnotationExclusionStrategyTest.java","L154","1","0","1","6","52","90"
"L160","FieldAttributesTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/FieldAttributesTest.java","L154","2","0","1","6","48","84"
"L161","GenericArrayTypeTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GenericArrayTypeTest.java","L154","1","0","1","2","27","58"
"L162","GsonBuilderTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonBuilderTest.java","L154","2","0","1","4","56","88"
"L163","GsonTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonTest.java","L154","1","0","1","2","48","81"
"L164","GsonTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonTypeAdapterTest.java","L154","6","0","2","4","108","149"
"L165","InnerClassExclusionStrategyTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/InnerClassExclusionStrategyTest.java","L154","1","0","1","4","29","59"
"L166","JavaSerializationTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JavaSerializationTest.java","L154","1","0","1","3","47","76"
"L167","JsonArrayTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonArrayTest.java","L154","3","0","1","5","67","103"
"L168","JsonNullTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonNullTest.java","L154","1","0","1","2","17","41"
"L169","JsonObjectTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonObjectTest.java","L154","2","0","4","11","128","202"
"L170","JsonParserTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonParserTest.java","L154","3","0","1","10","82","120"
"L171","JsonPrimitiveTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonPrimitiveTest.java","L154","6","0","1","25","206","272"
"L172","JsonStreamParserTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonStreamParserTest.java","L154","2","0","1","4","44","75"
"L173","LongSerializationPolicyTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/LongSerializationPolicyTest.java","L154","1","0","1","4","34","65"
"L174","MixedStreamTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/MixedStreamTest.java","L154","11","0","0","13","190","240"
"L175","MockExclusionStrategy.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/MockExclusionStrategy.java","L154","1","0","0","0","17","44"
"L176","ObjectTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ObjectTypeAdapterTest.java","L154","1","0","0","6","39","64"
"L177","OverrideCoreTypeAdaptersTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/OverrideCoreTypeAdaptersTest.java","L154","2","0","1","3","52","78"
"L178","ParameterizedTypeFixtures.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ParameterizedTypeFixtures.java","L154","21","0","2","12","129","178"
"L179","ParameterizedTypeTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ParameterizedTypeTest.java","L154","1","0","1","2","28","58"
"L180","PrimitiveTypeAdapter.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/PrimitiveTypeAdapter.java","L154","12","0","0","0","45","74"
"L181","VersionExclusionStrategyTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/VersionExclusionStrategyTest.java","L154","1","0","1","3","27","56"
"L1849","GsonBuildConfigTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/GsonBuildConfigTest.java","L1848","1","0","1","1","9","34"
"L1850","GsonTypesTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/GsonTypesTest.java","L1848","4","0","1","3","39","75"
"L1851","JavaVersionTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/JavaVersionTest.java","L1848","1","0","2","6","45","82"
"L1852","LazilyParsedNumberTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LazilyParsedNumberTest.java","L1848","1","0","0","3","14","33"
"L1853","LinkedHashTreeMapTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedHashTreeMapTest.java","L1848","20","0","1","15","239","291"
"L1854","LinkedTreeMapTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java","L1848","6","0","0","12","114","151"
"L1855","UnsafeAllocatorInstantiationTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/UnsafeAllocatorInstantiationTest.java","L1848","4","0","4","3","36","75"
"L6577","TypeTokenTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/reflect/TypeTokenTest.java","L6576","1","0","1","6","64","106"
"L6747","JsonReaderPathTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","L6746","1","0","0","12","212","258"
"L6748","JsonReaderTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","L6746","107","0","6","119","1558","1789"
"L6749","JsonWriterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonWriterTest.java","L6746","27","0","0","40","581","649"
"L7458","MoreAsserts.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/common/MoreAsserts.java","L7457","3","0","2","1","20","53"
"L7459","TestTypes.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/common/TestTypes.java","L7457","22","0","2","66","342","422"
"L7824","ArrayTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ArrayTest.java","L7823","5","0","5","22","198","269"
"L7825","CircularReferenceTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CircularReferenceTest.java","L7823","4","0","1","6","89","127"
"L7826","CollectionTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CollectionTest.java","L7823","12","0","1","29","342","417"
"L7827","ConcurrencyTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ConcurrencyTest.java","L7823","9","0","5","0","91","141"
"L7828","CustomDeserializerTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomDeserializerTest.java","L7823","1","0","1","7","159","213"
"L7829","CustomSerializerTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomSerializerTest.java","L7823","2","0","1","5","71","103"
"L7830","CustomTypeAdaptersTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","L7823","8","0","8","20","386","466"
"L7831","DefaultTypeAdaptersTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","L7823","10","0","4","62","631","749"
"L7832","DelegateTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DelegateTypeAdapterTest.java","L7823","2","0","1","2","61","95"
"L7833","EnumTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/EnumTest.java","L7823","1","0","2","14","163","217"
"L7834","EscapingTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/EscapingTest.java","L7823","1","0","1","5","59","93"
"L7835","ExclusionStrategyFunctionalTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ExclusionStrategyFunctionalTest.java","L7823","2","0","1","9","149","203"
"L7836","ExposeFieldsTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ExposeFieldsTest.java","L7823","2","0","1","8","115","170"
"L7837","FieldExclusionTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/FieldExclusionTest.java","L7823","1","0","1","3","55","93"
"L7838","FieldNamingTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/FieldNamingTest.java","L7823","1","0","0","6","65","91"
"L7839","GsonVersionDiagnosticsTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/GsonVersionDiagnosticsTest.java","L7823","4","0","1","4","62","97"
"L7840","InheritanceTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/InheritanceTest.java","L7823","17","0","1","13","226","278"
"L7841","InstanceCreatorTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java","L7823","1","0","2","4","91","128"
"L7842","InterfaceTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/InterfaceTest.java","L7823","1","0","1","2","37","73"
"L7843","InternationalizationTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/InternationalizationTest.java","L7823","1","0","2","3","33","72"
"L7844","JavaUtilConcurrentAtomicTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JavaUtilConcurrentAtomicTest.java","L7823","1","0","1","7","78","111"
"L7845","JavaUtilTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JavaUtilTest.java","L7823","1","0","1","2","33","63"
"L7846","JsonAdapterAnnotationOnClassesTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JsonAdapterAnnotationOnClassesTest.java","L7823","3","0","3","7","209","264"
"L7847","JsonAdapterAnnotationOnFieldsTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JsonAdapterAnnotationOnFieldsTest.java","L7823","3","0","3","8","250","307"
"L7848","JsonAdapterSerializerDeserializerTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JsonAdapterSerializerDeserializerTest.java","L7823","1","0","1","3","125","165"
"L7849","JsonArrayTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JsonArrayTest.java","L7823","1","0","1","8","104","163"
"L7850","JsonParserTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JsonParserTest.java","L7823","6","0","1","8","101","140"
"L7851","JsonTreeTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JsonTreeTest.java","L7823","4","0","1","4","73","90"
